device_id,total_txns,fraud_txns,fraud_value,linked_accounts,device_type
4439.0,42,1,363.04,1,mobile
4440.0,74,0,0.0,1,desktop
4441.0,42,0,0.0,1,mobile
4442.0,80,0,0.0,1,desktop
4443.0,49,0,0.0,1,desktop
4444.0,78,0,0.0,1,mobile
4445.0,129,0,0.0,1,desktop
4446.0,33,1,133.98,1,desktop
4447.0,72,1,24.91,1,tablet
4448.0,136,0,0.0,1,desktop
4449.0,68,0,0.0,1,mobile
4450.0,50,0,0.0,1,mobile
4451.0,112,0,0.0,1,mobile
4452.0,50,0,0.0,1,desktop
4453.0,63,1,72.77,1,mobile
4454.0,137,2,1702.18,1,desktop
4455.0,112,2,91.56,1,mobile
4456.0,133,1,187.13,1,desktop
4457.0,142,0,0.0,1,mobile
4458.0,108,0,0.0,1,desktop
4459.0,40,0,0.0,1,mobile
4460.0,78,0,0.0,1,desktop
4461.0,116,0,0.0,1,mobile
4462.0,57,1,545.34,1,desktop
4463.0,55,1,134.46,1,desktop
4464.0,79,1,92.13,1,mobile
4465.0,32,0,0.0,1,mobile
4466.0,131,1,31.09,1,mobile
4467.0,3,0,0.0,1,desktop
4468.0,57,0,0.0,1,desktop
4469.0,19,1,2690.57,1,mobile
4470.0,24,0,0.0,1,desktop
4471.0,122,1,25.21,1,mobile
4472.0,113,0,0.0,1,desktop
4473.0,132,1,25.23,1,mobile
4474.0,72,0,0.0,1,desktop
4475.0,37,0,0.0,1,desktop
4476.0,117,1,161.33,1,desktop
4477.0,119,1,47.16,1,mobile
4478.0,129,1,267.96,1,mobile
4479.0,86,1,83.74,1,desktop
4480.0,39,0,0.0,1,mobile
4481.0,42,0,0.0,1,mobile
4482.0,62,1,215.99,1,mobile
4483.0,121,1,1663.55,1,mobile
4484.0,105,0,0.0,1,desktop
4485.0,38,0,0.0,1,desktop
4486.0,67,0,0.0,1,desktop
4487.0,82,0,0.0,1,mobile
4488.0,27,0,0.0,1,mobile
4489.0,125,1,18.04,1,mobile
4490.0,60,1,384.01,1,mobile
4491.0,65,0,0.0,1,mobile
4492.0,109,1,197.81,1,desktop
4493.0,104,0,0.0,1,mobile
4494.0,122,1,25.48,1,mobile
4495.0,46,0,0.0,1,desktop
4496.0,73,0,0.0,1,mobile
4497.0,55,0,0.0,1,tablet
4498.0,66,1,8.81,1,mobile
4499.0,123,0,0.0,1,mobile
4500.0,44,0,0.0,1,mobile
4501.0,82,0,0.0,1,mobile
4502.0,126,0,0.0,1,mobile
4503.0,76,2,780.72,1,mobile
4504.0,43,0,0.0,1,mobile
4505.0,178,1,14.97,2,desktop
4506.0,46,0,0.0,1,desktop
4507.0,53,0,0.0,1,desktop
4508.0,41,0,0.0,1,mobile
4509.0,75,0,0.0,1,desktop
4510.0,47,0,0.0,1,tablet
4511.0,36,0,0.0,1,mobile
4512.0,72,0,0.0,1,desktop
4513.0,126,1,543.64,1,mobile
4514.0,71,0,0.0,1,mobile
4515.0,62,0,0.0,1,desktop
4516.0,115,0,0.0,1,mobile
4517.0,120,0,0.0,1,mobile
4518.0,126,0,0.0,1,mobile
4519.0,60,0,0.0,1,mobile
4520.0,50,0,0.0,1,mobile
4521.0,84,0,0.0,1,mobile
4522.0,30,0,0.0,1,mobile
4523.0,122,3,1546.54,1,mobile
4524.0,114,2,1024.54,1,tablet
4525.0,111,0,0.0,1,desktop
4526.0,20,0,0.0,1,mobile
4527.0,59,1,598.92,1,desktop
4528.0,53,1,346.36,1,desktop
4529.0,63,0,0.0,1,mobile
4530.0,45,0,0.0,1,desktop
4531.0,119,1,43.53,1,desktop
4532.0,48,0,0.0,1,mobile
4533.0,66,2,568.0799999999999,1,mobile
4534.0,7,0,0.0,1,mobile
4535.0,65,1,145.69,1,mobile
4536.0,55,1,146.63,1,desktop
4537.0,38,0,0.0,1,mobile
4538.0,81,0,0.0,1,desktop
4539.0,110,1,460.66,1,desktop
4540.0,123,0,0.0,1,mobile
4541.0,107,1,45.09,1,desktop
4542.0,72,0,0.0,1,mobile
4543.0,54,0,0.0,1,mobile
4544.0,118,0,0.0,1,mobile
4545.0,71,3,290.58,1,mobile
4546.0,42,0,0.0,1,mobile
4547.0,27,0,0.0,1,mobile
4548.0,96,1,152.08,1,mobile
4549.0,91,2,136.16,1,mobile
4550.0,129,0,0.0,1,mobile
4551.0,133,1,301.58,1,mobile
4552.0,46,1,561.15,1,tablet
4553.0,64,2,13.64,1,mobile
4554.0,122,2,1298.27,1,desktop
4555.0,111,0,0.0,1,mobile
4556.0,115,0,0.0,1,mobile
4557.0,117,2,775.5799999999999,1,desktop
4558.0,102,0,0.0,1,mobile
4559.0,117,0,0.0,1,desktop
4560.0,8,0,0.0,1,desktop
4561.0,107,1,260.11,1,mobile
4562.0,115,0,0.0,1,mobile
4563.0,119,0,0.0,1,mobile
4564.0,98,1,110.25,1,mobile
4565.0,32,0,0.0,1,desktop
4566.0,116,0,0.0,1,tablet
4567.0,117,2,1048.6599999999999,1,mobile
4568.0,125,1,172.41,1,mobile
4569.0,104,1,43.51,1,desktop
4570.0,63,0,0.0,1,desktop
4571.0,56,0,0.0,1,tablet
4572.0,56,0,0.0,1,desktop
4573.0,39,0,0.0,1,mobile
4574.0,89,0,0.0,1,desktop
4575.0,31,0,0.0,1,mobile
4576.0,37,0,0.0,1,tablet
4577.0,50,0,0.0,1,mobile
4578.0,117,0,0.0,1,desktop
4579.0,30,0,0.0,1,mobile
4580.0,119,1,662.78,1,desktop
4581.0,90,0,0.0,1,mobile
4582.0,25,0,0.0,1,mobile
4583.0,58,0,0.0,1,desktop
4584.0,47,1,90.81,1,mobile
4585.0,63,0,0.0,1,desktop
4586.0,67,0,0.0,1,desktop
4587.0,168,1,125.32,2,desktop
4588.0,25,0,0.0,1,mobile
4589.0,27,0,0.0,1,desktop
4590.0,47,0,0.0,1,desktop
4591.0,114,0,0.0,1,mobile
4592.0,60,0,0.0,1,mobile
4593.0,76,0,0.0,1,desktop
4594.0,118,0,0.0,1,desktop
4595.0,12,0,0.0,1,mobile
4596.0,94,0,0.0,1,mobile
4597.0,123,1,92.22,1,tablet
4598.0,125,2,66.33,1,mobile
4599.0,114,0,0.0,1,desktop
4600.0,113,4,111.97,1,mobile
4601.0,113,3,941.65,1,mobile
4602.0,44,1,202.83,1,mobile
4603.0,80,0,0.0,1,mobile
4604.0,54,1,236.14,1,desktop
4605.0,71,0,0.0,1,mobile
4606.0,47,0,0.0,1,desktop
4607.0,78,0,0.0,1,desktop
4608.0,141,0,0.0,1,mobile
4609.0,128,0,0.0,1,desktop
4610.0,73,1,69.83,1,mobile
4611.0,43,0,0.0,1,desktop
4613.0,33,0,0.0,1,mobile
4614.0,75,0,0.0,1,mobile
4615.0,10,0,0.0,1,desktop
4616.0,102,0,0.0,1,mobile
4617.0,108,0,0.0,1,mobile
4618.0,122,2,23.630000000000003,1,desktop
4619.0,122,0,0.0,1,desktop
4620.0,14,0,0.0,1,mobile
4621.0,103,0,0.0,1,desktop
4622.0,123,1,205.66,1,desktop
4623.0,29,0,0.0,1,desktop
4624.0,75,0,0.0,1,mobile
4625.0,117,2,783.29,1,mobile
4626.0,106,1,52.33,1,mobile
4627.0,128,0,0.0,1,mobile
4628.0,117,1,64.12,1,mobile
4629.0,110,0,0.0,1,mobile
4630.0,145,0,0.0,1,mobile
4631.0,127,2,55.82,1,desktop
4632.0,36,1,743.45,1,mobile
4633.0,89,1,777.74,1,mobile
4634.0,4,0,0.0,1,desktop
4635.0,75,0,0.0,1,mobile
4636.0,45,1,94.8,1,mobile
4637.0,118,0,0.0,1,mobile
4638.0,25,0,0.0,1,mobile
4639.0,64,0,0.0,1,mobile
4640.0,38,0,0.0,1,mobile
4641.0,130,0,0.0,1,mobile
4642.0,101,2,3010.74,1,desktop
4643.0,122,2,257.26,1,mobile
4644.0,76,0,0.0,1,desktop
4645.0,53,0,0.0,1,mobile
4646.0,72,0,0.0,1,mobile
4647.0,38,0,0.0,1,desktop
4648.0,33,0,0.0,1,mobile
4649.0,63,0,0.0,1,desktop
4650.0,23,0,0.0,1,desktop
4651.0,127,0,0.0,1,mobile
4652.0,52,2,14.829999999999998,1,desktop
4653.0,21,0,0.0,1,mobile
4654.0,37,0,0.0,1,mobile
4655.0,48,0,0.0,1,mobile
4656.0,67,0,0.0,1,mobile
4657.0,53,0,0.0,1,desktop
4658.0,57,0,0.0,1,mobile
4659.0,80,0,0.0,1,mobile
4660.0,4,0,0.0,1,desktop
4661.0,23,0,0.0,1,desktop
4662.0,25,0,0.0,1,mobile
4663.0,120,1,3.52,1,mobile
4664.0,65,0,0.0,1,mobile
4665.0,74,0,0.0,1,mobile
4666.0,85,1,19.49,1,desktop
4667.0,42,1,29.06,1,mobile
4668.0,128,0,0.0,1,mobile
4669.0,129,0,0.0,1,mobile
4670.0,208,2,109.13,2,mobile
4671.0,112,0,0.0,1,tablet
4672.0,125,0,0.0,1,mobile
4673.0,146,1,12.39,1,desktop
4674.0,23,0,0.0,1,desktop
4675.0,70,0,0.0,1,desktop
4676.0,9,0,0.0,1,mobile
4677.0,107,1,17.72,1,desktop
4678.0,53,2,142.95,1,mobile
4679.0,31,1,344.02,1,desktop
4680.0,9,0,0.0,1,mobile
4681.0,28,1,37.94,1,tablet
4682.0,128,1,11.91,1,desktop
4683.0,124,0,0.0,1,mobile
4684.0,44,0,0.0,1,mobile
4685.0,88,2,2856.0099999999998,1,desktop
4686.0,9,0,0.0,1,desktop
4687.0,45,0,0.0,1,mobile
4688.0,89,1,26.21,1,mobile
4689.0,121,1,15.62,1,mobile
4690.0,95,2,267.28,1,mobile
4691.0,20,0,0.0,1,tablet
4692.0,132,1,54.47,1,mobile
4693.0,109,0,0.0,1,mobile
4694.0,39,0,0.0,1,mobile
4695.0,73,0,0.0,1,mobile
4696.0,101,0,0.0,1,mobile
4697.0,10,0,0.0,1,mobile
4698.0,50,0,0.0,1,mobile
4699.0,93,0,0.0,1,desktop
4700.0,118,0,0.0,1,mobile
4701.0,119,0,0.0,1,mobile
4702.0,128,2,42.1,1,mobile
4703.0,141,1,98.24,1,mobile
4704.0,123,1,143.09,1,desktop
4705.0,53,1,46.17,1,desktop
4706.0,64,0,0.0,1,mobile
4707.0,114,0,0.0,1,mobile
4708.0,21,0,0.0,1,desktop
4709.0,32,0,0.0,1,desktop
4710.0,38,0,0.0,1,desktop
4711.0,28,0,0.0,1,desktop
4712.0,35,0,0.0,1,mobile
4713.0,68,0,0.0,1,tablet
4714.0,70,0,0.0,1,tablet
4715.0,112,0,0.0,1,desktop
4716.0,110,1,189.43,1,mobile
4717.0,68,0,0.0,1,desktop
4718.0,27,0,0.0,1,mobile
4719.0,49,0,0.0,1,mobile
4720.0,108,0,0.0,1,desktop
4721.0,126,2,131.75,1,mobile
4722.0,122,0,0.0,1,desktop
4723.0,60,2,385.87,1,mobile
4724.0,80,0,0.0,1,desktop
4725.0,92,1,22.39,1,mobile
4726.0,9,0,0.0,1,desktop
4727.0,43,0,0.0,1,mobile
4728.0,102,0,0.0,1,mobile
4729.0,129,0,0.0,1,tablet
4730.0,84,0,0.0,1,mobile
4731.0,36,1,1515.91,1,mobile
4732.0,43,0,0.0,1,mobile
4733.0,66,0,0.0,1,mobile
4734.0,118,1,47.93,1,desktop
4735.0,65,0,0.0,1,desktop
4736.0,60,0,0.0,1,mobile
4737.0,29,0,0.0,1,mobile
4738.0,20,0,0.0,1,tablet
4739.0,64,0,0.0,1,mobile
4740.0,52,0,0.0,1,mobile
4741.0,63,0,0.0,1,desktop
4742.0,2,0,0.0,1,mobile
4743.0,117,3,854.19,1,desktop
4744.0,108,0,0.0,1,desktop
4745.0,10,0,0.0,1,mobile
4746.0,86,0,0.0,1,mobile
4747.0,34,0,0.0,1,desktop
4748.0,28,0,0.0,1,mobile
4749.0,49,0,0.0,1,desktop
4750.0,122,2,6459.87,1,desktop
4751.0,119,1,135.73,1,desktop
4752.0,108,1,118.93,1,desktop
4753.0,58,0,0.0,1,mobile
4754.0,50,0,0.0,1,desktop
4755.0,119,0,0.0,1,desktop
4756.0,106,0,0.0,1,mobile
4757.0,56,0,0.0,1,mobile
4758.0,81,0,0.0,1,mobile
4759.0,123,1,600.43,1,desktop
4760.0,78,1,85.21,1,mobile
4761.0,15,0,0.0,1,mobile
4762.0,111,2,1233.62,1,mobile
4763.0,116,0,0.0,1,mobile
4764.0,34,0,0.0,1,mobile
4765.0,50,0,0.0,1,mobile
4766.0,37,0,0.0,1,desktop
4767.0,139,1,53.17,1,mobile
4768.0,151,1,185.37,1,mobile
4769.0,124,1,219.38,1,mobile
4770.0,117,0,0.0,1,mobile
4771.0,118,0,0.0,1,mobile
4772.0,74,0,0.0,1,mobile
4773.0,49,0,0.0,1,mobile
4774.0,11,0,0.0,1,mobile
4775.0,30,2,661.55,1,mobile
4776.0,54,0,0.0,1,desktop
4777.0,44,0,0.0,1,mobile
4778.0,2,0,0.0,1,mobile
4779.0,118,1,144.39,1,desktop
4780.0,233,0,0.0,2,mobile
4781.0,133,1,63.37,1,mobile
4782.0,181,3,3540.59,2,mobile
4783.0,38,0,0.0,1,desktop
4784.0,155,1,29.36,2,tablet
4785.0,133,0,0.0,1,tablet
4786.0,115,0,0.0,1,mobile
4787.0,113,0,0.0,1,desktop
4788.0,9,0,0.0,1,mobile
4789.0,82,0,0.0,1,mobile
4790.0,38,0,0.0,1,mobile
4791.0,129,1,57.1,1,mobile
4792.0,117,0,0.0,1,desktop
4793.0,131,1,212.39,1,mobile
4794.0,66,0,0.0,1,mobile
4795.0,65,1,44.85,1,desktop
4796.0,108,0,0.0,1,mobile
4797.0,137,0,0.0,1,desktop
4798.0,115,1,143.03,1,mobile
4799.0,110,0,0.0,1,desktop
4800.0,163,2,148.73,2,desktop
4801.0,64,1,16.38,1,desktop
4802.0,64,5,104.75,1,mobile
4803.0,66,0,0.0,1,mobile
4804.0,30,0,0.0,1,mobile
4805.0,124,1,2149.15,1,desktop
4806.0,125,1,12.65,1,mobile
4807.0,124,1,38.23,1,desktop
4808.0,118,0,0.0,1,mobile
4809.0,45,1,349.03,1,desktop
4810.0,77,0,0.0,1,desktop
4811.0,138,1,109.34,1,mobile
4812.0,20,0,0.0,1,desktop
4813.0,103,0,0.0,1,mobile
4814.0,31,1,611.39,1,desktop
4815.0,91,2,318.94,1,mobile
4816.0,54,0,0.0,1,mobile
4817.0,45,0,0.0,1,mobile
4818.0,12,0,0.0,1,mobile
4819.0,30,0,0.0,1,mobile
4820.0,75,0,0.0,1,desktop
4821.0,125,1,2381.24,1,desktop
4822.0,135,0,0.0,1,mobile
4823.0,144,1,109.41,1,desktop
4824.0,102,0,0.0,1,mobile
4825.0,122,0,0.0,1,mobile
4826.0,17,0,0.0,1,mobile
4827.0,21,0,0.0,1,tablet
4828.0,82,1,284.5,1,mobile
4829.0,120,0,0.0,1,desktop
4830.0,16,0,0.0,1,desktop
4831.0,73,0,0.0,1,desktop
4832.0,140,2,63.199999999999996,1,desktop
4833.0,139,1,88.48,1,mobile
4834.0,118,1,23.55,1,mobile
4835.0,122,1,78.12,1,mobile
4836.0,116,0,0.0,1,mobile
4837.0,38,0,0.0,1,mobile
4838.0,41,0,0.0,1,mobile
4839.0,38,0,0.0,1,mobile
4840.0,11,0,0.0,1,mobile
4841.0,84,0,0.0,1,mobile
4842.0,107,1,114.81,1,desktop
4843.0,114,0,0.0,1,mobile
4844.0,92,1,543.27,1,mobile
4845.0,17,0,0.0,1,mobile
4846.0,2,0,0.0,1,desktop
4847.0,119,0,0.0,1,mobile
4848.0,147,2,82.86,1,mobile
4849.0,82,0,0.0,1,desktop
4850.0,44,0,0.0,1,desktop
4851.0,113,1,16.87,1,mobile
4852.0,122,0,0.0,1,mobile
4853.0,30,0,0.0,1,desktop
4854.0,93,0,0.0,1,desktop
4855.0,137,0,0.0,1,mobile
4856.0,131,1,21.62,1,mobile
4857.0,115,0,0.0,1,desktop
4858.0,53,1,408.15,1,mobile
4859.0,63,0,0.0,1,mobile
4860.0,120,0,0.0,1,mobile
4861.0,128,1,51.34,1,mobile
4862.0,117,0,0.0,1,desktop
4863.0,129,0,0.0,1,tablet
4864.0,25,0,0.0,1,desktop
4865.0,93,0,0.0,1,mobile
4866.0,26,0,0.0,1,desktop
4867.0,108,0,0.0,1,mobile
4868.0,103,1,46.35,1,mobile
4869.0,21,0,0.0,1,mobile
4870.0,117,2,46.8,1,mobile
4871.0,106,0,0.0,1,desktop
4872.0,101,0,0.0,1,mobile
4873.0,17,0,0.0,1,mobile
4874.0,104,0,0.0,1,desktop
4875.0,23,0,0.0,1,mobile
4876.0,99,0,0.0,1,mobile
4877.0,122,1,154.56,1,tablet
4878.0,118,1,22.05,1,mobile
4879.0,104,0,0.0,1,mobile
4880.0,63,2,71.86,1,mobile
4881.0,62,0,0.0,1,desktop
4882.0,66,2,105.07,1,mobile
4883.0,109,0,0.0,1,mobile
4884.0,29,0,0.0,1,desktop
4885.0,95,0,0.0,1,mobile
4886.0,119,2,55.78,1,desktop
4887.0,105,0,0.0,1,mobile
4888.0,85,0,0.0,1,mobile
4889.0,133,1,13.87,1,mobile
4890.0,114,1,186.07,1,desktop
4891.0,126,0,0.0,1,mobile
4892.0,52,0,0.0,1,desktop
4893.0,47,0,0.0,1,desktop
4894.0,42,0,0.0,1,mobile
4895.0,101,0,0.0,1,mobile
4896.0,58,0,0.0,1,tablet
4897.0,70,0,0.0,1,mobile
4898.0,103,2,512.5,1,mobile
4899.0,54,0,0.0,1,mobile
4900.0,63,0,0.0,1,mobile
4901.0,140,1,4.22,1,mobile
4902.0,63,0,0.0,1,mobile
4903.0,46,0,0.0,1,tablet
4904.0,108,2,25.09,1,mobile
4905.0,120,2,2836.2900000000004,1,mobile
4906.0,28,1,3.22,1,mobile
4907.0,25,0,0.0,1,mobile
4908.0,77,1,109.29,1,mobile
4909.0,96,1,23.75,1,desktop
4910.0,117,2,89.66,1,mobile
4911.0,108,0,0.0,1,desktop
4912.0,116,1,553.65,1,desktop
4913.0,76,0,0.0,1,mobile
4914.0,44,0,0.0,1,tablet
4915.0,121,0,0.0,1,tablet
4916.0,130,1,254.1,1,mobile
4917.0,117,1,97.37,1,mobile
4918.0,38,0,0.0,1,tablet
4919.0,92,0,0.0,1,mobile
4920.0,131,1,42.76,1,mobile
4921.0,67,0,0.0,1,mobile
4922.0,49,0,0.0,1,mobile
4923.0,124,1,33.9,1,desktop
4924.0,152,1,117.71,1,tablet
4925.0,100,0,0.0,1,mobile
4927.0,11,0,0.0,1,mobile
4928.0,119,0,0.0,1,desktop
4929.0,113,0,0.0,1,mobile
4930.0,26,0,0.0,1,mobile
4931.0,31,0,0.0,1,mobile
4932.0,33,0,0.0,1,mobile
4933.0,20,0,0.0,1,desktop
4934.0,119,1,19.7,1,mobile
4935.0,107,1,15.0,1,mobile
4936.0,116,2,68.34,1,desktop
4937.0,114,0,0.0,1,desktop
4938.0,20,0,0.0,1,mobile
4939.0,87,1,216.12,1,desktop
4940.0,121,0,0.0,1,mobile
4941.0,80,0,0.0,1,mobile
4942.0,43,0,0.0,1,mobile
4943.0,106,1,1548.4,1,desktop
4944.0,107,0,0.0,1,mobile
4945.0,135,1,30.92,2,mobile
4946.0,48,0,0.0,1,mobile
4947.0,66,0,0.0,1,desktop
4948.0,108,0,0.0,1,mobile
4949.0,104,1,91.57,1,mobile
4950.0,130,0,0.0,1,desktop
4951.0,113,0,0.0,1,mobile
4952.0,102,0,0.0,1,mobile
4953.0,69,0,0.0,1,mobile
4954.0,37,0,0.0,1,mobile
4955.0,19,0,0.0,1,mobile
4956.0,135,1,5.95,1,desktop
4957.0,112,1,34.91,1,desktop
4958.0,130,0,0.0,1,desktop
4959.0,115,1,246.01,1,mobile
4960.0,52,0,0.0,1,mobile
4961.0,79,1,12.39,1,mobile
4962.0,57,0,0.0,1,desktop
4963.0,28,0,0.0,1,mobile
4964.0,39,2,533.55,1,desktop
4965.0,57,0,0.0,1,mobile
4966.0,41,0,0.0,1,desktop
4967.0,79,0,0.0,1,desktop
4968.0,41,0,0.0,1,mobile
4969.0,71,0,0.0,1,mobile
4970.0,49,0,0.0,1,desktop
4971.0,126,0,0.0,1,tablet
4972.0,120,1,102.15,1,mobile
4973.0,62,0,0.0,1,desktop
4974.0,78,0,0.0,1,desktop
4975.0,26,0,0.0,1,mobile
4976.0,48,0,0.0,1,mobile
4977.0,25,0,0.0,1,mobile
4978.0,21,0,0.0,1,mobile
4979.0,23,0,0.0,1,desktop
4980.0,107,0,0.0,1,mobile
4981.0,34,0,0.0,1,desktop
4982.0,85,3,1240.6299999999999,1,desktop
4983.0,142,0,0.0,1,mobile
4984.0,72,0,0.0,1,mobile
4985.0,42,0,0.0,1,mobile
4986.0,57,0,0.0,1,mobile
4987.0,82,1,4.35,1,mobile
4988.0,35,0,0.0,1,desktop
4989.0,24,0,0.0,1,desktop
4990.0,59,0,0.0,1,tablet
4991.0,31,0,0.0,1,mobile
4992.0,73,1,15.12,1,mobile
4993.0,123,0,0.0,1,mobile
4994.0,19,0,0.0,1,mobile
4995.0,95,0,0.0,1,mobile
4996.0,126,1,33.42,1,mobile
4997.0,140,1,1083.08,1,mobile
4998.0,67,0,0.0,1,mobile
4999.0,56,0,0.0,1,mobile
5000.0,36,0,0.0,1,mobile
5001.0,91,1,2366.96,1,desktop
5002.0,39,0,0.0,1,mobile
5003.0,71,0,0.0,1,mobile
5004.0,98,0,0.0,1,mobile
5005.0,137,2,499.75,1,mobile
5006.0,108,0,0.0,1,mobile
5007.0,35,0,0.0,1,tablet
5008.0,63,2,44.41,1,mobile
5009.0,17,0,0.0,1,desktop
5010.0,101,0,0.0,1,mobile
5011.0,104,0,0.0,1,desktop
5012.0,128,2,99.1,1,mobile
5013.0,51,0,0.0,1,mobile
5014.0,67,1,18.69,1,mobile
5015.0,112,0,0.0,1,mobile
5016.0,129,0,0.0,1,mobile
5017.0,49,0,0.0,1,mobile
5018.0,57,0,0.0,1,mobile
5019.0,130,2,110.16999999999999,1,mobile
5020.0,112,1,33.52,1,desktop
5021.0,54,1,194.95,1,mobile
5022.0,71,1,26.71,1,mobile
5023.0,105,0,0.0,1,mobile
5024.0,119,2,1327.8,1,mobile
5025.0,21,0,0.0,1,desktop
5026.0,59,1,69.59,1,mobile
5027.0,184,2,26866.109999999997,2,mobile
5028.0,118,3,271.68,1,desktop
5029.0,17,0,0.0,1,desktop
5030.0,58,1,211.23,1,desktop
5031.0,42,0,0.0,1,mobile
5032.0,115,0,0.0,1,desktop
5033.0,124,1,16.61,1,mobile
5034.0,114,2,424.8,1,desktop
5035.0,106,0,0.0,1,mobile
5036.0,13,0,0.0,1,mobile
5037.0,8,0,0.0,1,mobile
5038.0,48,1,93.61,1,mobile
5039.0,8,0,0.0,1,mobile
5040.0,45,0,0.0,1,mobile
5041.0,126,0,0.0,1,mobile
5042.0,32,0,0.0,1,mobile
5043.0,59,0,0.0,1,mobile
5044.0,44,1,32.82,1,desktop
5045.0,81,0,0.0,1,desktop
5046.0,36,0,0.0,1,desktop
5047.0,33,0,0.0,1,desktop
5048.0,56,1,374.19,1,mobile
5049.0,41,0,0.0,1,mobile
5050.0,115,0,0.0,1,mobile
5051.0,3,0,0.0,1,desktop
5052.0,74,0,0.0,1,mobile
5053.0,62,0,0.0,1,mobile
5054.0,31,0,0.0,1,tablet
5055.0,27,0,0.0,1,desktop
5056.0,49,0,0.0,1,desktop
5057.0,70,0,0.0,1,desktop
5058.0,60,1,98.03,1,mobile
5059.0,15,0,0.0,1,desktop
5060.0,90,1,88.07,1,mobile
5061.0,120,0,0.0,1,mobile
5062.0,111,0,0.0,1,desktop
5063.0,73,1,1537.73,1,mobile
5064.0,53,2,2626.02,1,desktop
5065.0,122,0,0.0,1,mobile
5066.0,123,3,1411.5,1,mobile
5067.0,83,0,0.0,1,mobile
5068.0,36,0,0.0,1,desktop
5069.0,55,0,0.0,1,mobile
5070.0,64,0,0.0,1,mobile
5071.0,42,0,0.0,1,mobile
5072.0,37,0,0.0,1,mobile
5073.0,116,1,41.32,1,desktop
5074.0,132,0,0.0,1,mobile
5075.0,130,1,361.37,1,desktop
5076.0,41,0,0.0,1,mobile
5077.0,41,1,922.95,1,mobile
5078.0,37,1,59.2,1,desktop
5079.0,121,0,0.0,1,mobile
5080.0,57,0,0.0,1,mobile
5081.0,52,0,0.0,1,desktop
5082.0,30,1,72.97,1,desktop
5083.0,128,3,668.81,1,desktop
5084.0,129,2,958.95,1,mobile
5085.0,50,0,0.0,1,desktop
5086.0,68,0,0.0,1,desktop
5087.0,32,0,0.0,1,mobile
5088.0,81,0,0.0,1,mobile
5089.0,114,0,0.0,1,tablet
5090.0,127,0,0.0,1,mobile
5091.0,124,2,31.700000000000003,1,desktop
5092.0,23,0,0.0,1,mobile
5093.0,101,0,0.0,1,mobile
5094.0,131,1,13.21,1,mobile
5095.0,121,0,0.0,1,desktop
5096.0,105,0,0.0,1,mobile
5097.0,114,2,95.82000000000001,1,mobile
5098.0,66,0,0.0,1,desktop
5099.0,50,0,0.0,1,mobile
5100.0,88,0,0.0,1,desktop
5101.0,34,1,268.35,1,desktop
5102.0,22,0,0.0,1,mobile
5103.0,23,0,0.0,1,desktop
5104.0,33,2,743.85,1,mobile
5105.0,44,0,0.0,1,desktop
5106.0,60,0,0.0,1,mobile
5107.0,57,0,0.0,1,desktop
5108.0,111,1,178.27,1,desktop
5109.0,113,0,0.0,1,mobile
5110.0,69,1,66.39,1,mobile
5111.0,56,0,0.0,1,mobile
5112.0,105,1,2180.67,1,mobile
5113.0,127,0,0.0,1,desktop
5114.0,113,0,0.0,1,desktop
5115.0,35,0,0.0,1,mobile
5116.0,15,0,0.0,1,mobile
5117.0,54,0,0.0,1,desktop
5118.0,107,0,0.0,1,mobile
5119.0,128,4,1287.6100000000001,1,mobile
5120.0,30,0,0.0,1,desktop
5121.0,89,1,249.33,1,desktop
5122.0,6,0,0.0,1,desktop
5123.0,102,1,3.83,1,desktop
5124.0,138,1,4.78,1,mobile
5125.0,105,0,0.0,1,mobile
5126.0,133,3,1343.94,1,mobile
5127.0,109,0,0.0,1,desktop
5128.0,124,0,0.0,1,desktop
5129.0,136,2,1227.26,1,mobile
5130.0,83,1,431.0,1,desktop
5131.0,51,0,0.0,1,mobile
5132.0,117,0,0.0,1,mobile
5133.0,35,0,0.0,1,desktop
5134.0,80,0,0.0,1,mobile
5135.0,107,0,0.0,1,mobile
5136.0,129,0,0.0,1,mobile
5137.0,21,0,0.0,1,mobile
5138.0,119,0,0.0,1,mobile
5139.0,116,0,0.0,1,mobile
5140.0,106,1,128.14,1,desktop
5141.0,58,1,9.81,1,desktop
5142.0,29,0,0.0,1,desktop
5143.0,20,0,0.0,1,mobile
5144.0,80,0,0.0,1,mobile
5145.0,45,0,0.0,1,mobile
5146.0,42,0,0.0,1,mobile
5147.0,82,0,0.0,1,mobile
5148.0,133,1,4326.24,1,mobile
5149.0,36,0,0.0,1,desktop
5150.0,78,0,0.0,1,mobile
5151.0,121,1,18.33,2,mobile
5152.0,131,0,0.0,1,mobile
5153.0,106,0,0.0,1,mobile
5154.0,86,1,291.52,1,mobile
5155.0,49,0,0.0,1,mobile
5156.0,115,0,0.0,1,desktop
5157.0,98,0,0.0,1,desktop
5158.0,22,0,0.0,1,mobile
5159.0,115,1,195.74,1,desktop
5160.0,105,1,22.19,1,desktop
5161.0,132,0,0.0,1,mobile
5162.0,19,0,0.0,1,desktop
5163.0,87,0,0.0,1,mobile
5164.0,114,0,0.0,1,mobile
5165.0,120,0,0.0,1,tablet
5166.0,55,1,58.1,1,mobile
5167.0,62,0,0.0,1,tablet
5168.0,101,0,0.0,1,desktop
5169.0,117,0,0.0,1,mobile
5170.0,12,0,0.0,1,mobile
