merchant_id,total_txns,total_value,fraud_txns,fraud_value,fraud_rate_pct,merchant_category,merchant_country,merchant_risk_score,merchant_age_days,is_high_risk_outlier
745,912,236903.54,4,10057.119999999999,0.4386,electronics,US,2.198,2605,False
746,884,242075.86000000002,8,4535.96,0.905,money_transfer,US,3.566,821,False
747,907,258141.88,4,724.75,0.441,money_transfer,US,2.815,341,False
748,930,259125.75,7,1367.5099999999998,0.7527,digital_goods,US,1.846,2098,False
749,920,270732.5,5,799.77,0.5435,utilities,US,0.093,1137,False
750,924,243724.57,5,1336.71,0.5411,clothing_retail,US,0.417,1708,False
751,918,269028.14,7,9104.83,0.7625,jewelry,CA,1.843,1857,False
752,940,276691.77,9,514.36,0.9574,healthcare,US,0.176,291,False
753,934,229811.92,2,226.44,0.2141,subscription,US,0.908,597,False
754,938,266034.97000000003,4,555.47,0.4264,healthcare,US,0.261,2536,False
755,916,231131.7,5,2742.1,0.5459,digital_goods,US,5.592,834,False
756,877,262764.43,5,1781.73,0.5701,gift_cards,US,1.533,1154,False
757,945,257208.02,6,1778.32,0.6349,gas_station,US,0.451,2391,False
758,915,262452.02999999997,10,5446.650000000001,1.0929,travel,US,2.129,710,False
759,904,199700.4,1,55.97,0.1106,utilities,US,0.112,132,False
760,882,307174.45,2,1395.4099999999999,0.2268,utilities,GB,0.092,1487,False
761,895,232656.42,7,1482.51,0.7821,travel,US,0.895,2683,False
762,902,250295.98,6,121.8,0.6652,healthcare,US,0.264,1620,False
763,927,227785.59,9,2771.95,0.9709,digital_goods,US,2.694,2359,False
764,880,217528.85,7,683.9399999999999,0.7955,money_transfer,US,3.057,1667,False
765,932,246406.4,12,2025.8,1.2876,money_transfer,US,5.239,994,False
766,916,237219.45,3,113.47999999999999,0.3275,utilities,US,0.245,2614,False
767,968,270558.7,6,187.82,0.6198,clothing_retail,US,0.491,1060,False
768,918,304425.4,1,36.19,0.1089,home_improvement,US,0.505,780,False
769,860,238266.49,7,2302.25,0.814,subscription,US,0.634,752,False
770,956,253549.69,2,517.97,0.2092,subscription,US,0.778,778,False
771,865,212297.77,14,2339.33,1.6185,gift_cards,US,5.088,51,False
772,975,289685.04,10,4450.97,1.0256,digital_goods,CA,4.416,2612,False
773,898,279726.02,2,278.77,0.2227,travel,DE,1.065,2128,False
774,910,248871.06,5,623.82,0.5495,money_transfer,CA,1.803,232,False
775,958,238133.25,6,608.48,0.6263,grocery,US,0.289,2393,False
776,917,270278.76,4,769.61,0.4362,gas_station,US,0.483,2380,False
777,909,227431.55,2,363.85,0.22,healthcare,US,0.067,574,False
778,894,245109.27,6,3070.75,0.6711,gift_cards,CA,4.499,840,False
779,913,259966.16,1,10.44,0.1095,utilities,US,0.081,1213,False
780,905,255247.57,5,471.45000000000005,0.5525,gas_station,US,0.49,1869,False
781,829,270555.99,3,968.0500000000001,0.3619,restaurant,US,0.318,1379,False
782,901,242315.27,1,31.2,0.111,subscription,US,0.552,795,False
783,876,238400.12,6,2025.32,0.6849,money_transfer,US,5.831,295,False
784,883,224392.14,6,888.02,0.6795,electronics,CA,1.862,2826,False
785,912,265555.42,10,3538.1800000000003,1.0965,restaurant,US,2.526,891,True
786,871,241779.33,7,4246.07,0.8037,gift_cards,GB,3.858,2367,False
787,870,221577.33000000002,6,5887.9400000000005,0.6897,gift_cards,US,3.972,889,False
788,899,225842.02,6,1876.6599999999999,0.6674,grocery,US,0.276,2916,False
789,854,276554.28,2,85.47999999999999,0.2342,healthcare,US,0.195,2575,False
790,896,235464.27,7,1394.47,0.7812,gambling,DE,4.232,692,False
791,961,244936.59,7,907.98,0.7284,jewelry,US,3.537,345,False
792,927,261743.8,1,297.51,0.1079,utilities,AU,0.111,2220,False
793,914,233645.22,6,17964.76,0.6565,electronics,US,2.249,732,False
794,899,229354.07,8,3422.5899999999997,0.8899,gambling,US,2.647,1799,False
795,884,251857.3,8,1333.33,0.905,digital_goods,AU,2.73,1378,False
796,872,252106.19,6,924.4,0.6881,clothing_retail,US,0.725,1487,False
797,860,210320.17,4,8088.81,0.4651,home_improvement,US,0.836,441,True
798,936,224982.64,7,1579.05,0.7479,travel,US,1.941,281,False
799,882,264615.17,6,1301.24,0.6803,gift_cards,US,2.941,631,False
800,879,250196.43,6,2698.94,0.6826,travel,US,1.011,1753,False
